-7.462,-54.799,-49.551,43.152,102.3,72.184,15.921,-25.209,-46.181,-49.721,-20.585,19.955
12.227,-20.255,-4.1992,78.436,102.92,53.725,12.622,-23.115,-60.286,-68.006,-51.542,-32.524
-16.445,-36.044,-11.687,38.963,52.143,29.504,4.4473,-12.455,-17.069,-13.637,-11.406,-6.3149
15.087,-0.16356,-1.3129,36.491,58.147,26.265,-19.155,-41.265,-40.512,-27.208,-8.9906,2.6177
-6.876,-46.813,-36.925,25.693,56.01,40.512,8.8063,4.7106,31.243,16.81,-34.081,-59.091
3.0345,8.8913,16.422,63.217,84.03,41.144,1.2,-14.235,-42.81,-73.368,-62.142,-25.384
-2.7262,-29.172,-19.648,27.206,56.728,37.867,-9.3003,-30.868,-4.7064,13.024,-9.9904,-28.414
18.248,-13.542,-6.0574,63.238,105.45,75.327,25.874,-22.642,-63.635,-75.573,-66.184,-40.509
-10.266,-34.513,-27.18,31.736,70.172,42.228,-3.9795,-30.822,-31.701,-10.639,2.7353,2.23
-13.147,-40.771,-11.226,59.763,91.762,65.527,26.456,-6.6514,-33.709,-46.229,-48.535,-43.241
-1.8718,-32.637,-9.3074,76.052,115.57,81.378,27.685,-28.851,-69.29,-72.292,-54.456,-31.976
-5.933,-31.836,-17.629,57.107,100.33,76.744,35.254,-11.856,-51.843,-62.243,-53.277,-34.819
-11.383,-41.92,-37.851,23.545,58.28,49.302,34.16,13.859,-11.616,-24.834,-25.299,-26.242
4.8804,2.6075,0.96552,33.107,55.648,31.824,1.5837,-17.843,-37.17,-39.43,-23.16,-13.013
-1.9177,-29.512,-21.459,44.753,87.766,67.637,34.761,8.7531,-25.142,-55.112,-62.094,-48.434
-9.8342,-23.292,6.2228,79.323,103.66,57.114,3.6978,-28.948,-48.99,-54.239,-47.387,-37.327
13.335,-15.792,-29.101,32.606,94.96,77.216,28.521,-6.8319,-35.603,-53.521,-56.665,-49.126
4.2458,-39.788,-29.878,57.766,101.85,67.013,17.867,-22.389,-42.754,-40.402,-38.249,-35.279
18.036,2.8349,-20.823,15.145,67.289,49.128,-3.2783,-31.186,-38.746,-35.239,-20.905,-2.2564
4.0373,-30.518,-3.6467,79.2,106.14,64.178,18.448,-18.941,-51.357,-66.65,-61.035,-39.857
-22.705,-59.67,-16.677,74.682,97.047,65.264,29.38,-16.46,-49.805,-49.594,-34.479,-16.983
-8.1125,-36.062,-3.4155,81.337,112.92,76.038,28.6,-9.1481,-43.998,-72.238,-74.072,-51.852
-7.9939,-36.265,-26.744,48.149,95.536,72.18,32.427,-0.19782,-34.367,-57.554,-52.148,-33.021
-2.2281,-37.85,-23.41,62.722,103.46,67.875,28.783,-4.9101,-39.447,-56.273,-57.083,-41.642
-0.64788,-38.454,-33.272,23.079,58.603,38.012,5.1501,-4.2846,-4.5316,-9.6388,-17.58,-16.435
-1.6135,-28.454,-19.025,60.755,109.71,74.676,19.475,-24.148,-55.938,-59.526,-44.215,-31.699
22.46,1.7288,-2.1306,53.395,86.191,52.782,9.2348,-22.768,-50.467,-63.01,-55.326,-32.092
57.303,40.963,11.001,25.817,57.597,38.167,-6.985,-28.487,-36.266,-47.156,-55.867,-56.088
14.531,-21.916,-28.399,37.003,88.198,65.739,24.928,-7.7006,-41.301,-57.29,-48.744,-25.05
0.22816,-27.404,-33.153,22.401,61.945,36.134,-0.8384,-11.349,-8.1164,-10.568,-16.198,-13.082
11.288,-14.186,-23.249,35.185,91.414,70.916,20.296,-10.91,-32.757,-49.21,-52.013,-46.776
6.6816,-32.149,-29.054,48.182,103.57,78.733,28.894,-7.7827,-39.617,-60.42,-57.712,-39.327
7.3242,-23.494,-11.631,62.382,97.843,60.135,15.134,-20.934,-53.657,-60.88,-46.141,-26.082
9.3769,-23.875,-7.9986,66.506,93.705,51.018,7.5933,-27.165,-57.24,-56.582,-36.197,-19.141
-3.8647,-39.148,-29.03,51.337,98.259,69.111,31.6,3.2018,-29.847,-52.289,-56.065,-43.266
-7.4341,-42.056,-10.506,78.501,110.05,69.612,18.841,-28.041,-58.49,-59.296,-46.017,-25.169
2.7413,-34.383,-2.1799,71.127,92.19,60.435,5.9583,-38.9,-44.321,-40.549,-42.842,-29.277
12.622,-25.419,-32.507,45.708,114.6,93.691,33.319,-23.464,-63.534,-65.09,-50.706,-39.218
10.129,-13.372,-20.308,44.917,99.516,68.442,13.179,-20.58,-43.168,-53.229,-50.856,-34.67
27.066,-0.9632,-8.2429,30.469,52.146,25.815,-5.3239,-18.133,-30.396,-39.614,-26.263,-6.5599
-10.567,-4.6688,10.487,59.954,98.308,72.899,17.027,-32.776,-63.399,-65.221,-50.893,-31.149
7.913,-19.902,-10.695,38.193,60.508,40.498,13.46,-7.3014,-21.482,-28.359,-33.434,-39.4
0.38948,-23.717,-16.204,44.287,65.684,22.187,-11.095,-14.995,-19.773,-26.339,-20.657,0.23188
-4.0207,-25.96,-20.702,24.003,55.355,44.826,10.157,-32.617,-47.001,-14.517,10.665,-0.18655
-10.129,-34.906,-15.51,60.006,99.747,67.27,26.988,-3.2225,-38.231,-57.937,-54.402,-39.674
52.821,4.0185,-18.048,48.249,105.31,77.833,26.22,-22.266,-64.496,-77.519,-73.873,-58.247
-5.5899,-39.85,-20.877,66.879,98.257,56.696,20.389,-17.277,-53.938,-50.85,-31.762,-22.076
19.252,-16.956,-29.928,35.186,82.982,51.621,12.772,-2.853,-22.149,-42.736,-48.033,-39.159
-4.7705,-24.063,8.6949,72.5,98.765,85.135,40.076,-23.473,-65.119,-75.894,-68.685,-43.167
3.0728,-36.804,-18.445,61.124,95.256,61.73,17.133,-23.267,-51.335,-52.39,-37.202,-18.873
-32.652,-49.854,-8.0825,51.917,67.658,48.264,26.315,4.5178,-19.52,-31.566,-29.09,-27.908
4.0476,-17.075,-18.884,21.827,53.46,39.848,6.9686,-16.24,-19.146,-16.043,-20.135,-18.629
11.742,-29.414,-40.469,41.917,102.62,62.765,10.215,-9.2234,-20.313,-37.31,-52.368,-40.163
15.12,7.7293,-4.4172,31.998,63.036,38.644,2.2426,-20.066,-37.265,-44.063,-35.665,-17.292
7.9527,-34.453,-35.441,44.786,100.57,70.017,24.424,-2.2129,-34.607,-59.036,-53.339,-28.66
1.4255,-27.622,-30.764,46.242,105.74,74.985,16.375,-27.129,-47.28,-43.452,-37.922,-30.595
16.165,-8.986,-22.544,22.062,61.451,23.952,-27.982,-22.362,2.7816,-3.9435,-23.691,-16.903
1.791,-26.612,-30.492,22.195,56.489,34.075,-2.0606,-20.482,-10.308,3.6043,-9.5722,-18.628
3.1324,-33.4,-12.067,80.194,111.02,62.555,16.451,-28.196,-62.834,-57.267,-43.822,-35.766
-12.366,-36.238,-0.11707,76.421,95.113,57.414,7.4701,-41.253,-57.909,-43.092,-27.404,-18.039
-0.14649,-39.94,-21.909,73.34,117.88,69.433,13.065,-21.463,-46.794,-55.735,-50.961,-36.768
6.7199,-41.044,-23.287,55.975,84.426,59.262,36.707,2.0429,-36.085,-46.475,-48.286,-49.956
-5.1318,-29.43,-4.1675,79.679,110.4,62.661,9.0122,-36.52,-59.954,-50.645,-43.194,-32.711
-5.0769,-27.583,-38.228,24.124,86.315,65.599,35.984,25.034,-15.744,-57.582,-60.818,-32.024
-2.6231,-16.943,-9.7307,29.593,56.431,33.152,1.5955,-7.8191,-18.103,-24.038,-19.551,-21.965
21.404,-20.559,-47.306,4.1391,51.054,33.547,0.23699,-15.227,-17.019,-7.2839,1.984,-4.9699
-10.446,-44.783,-9.7192,74.537,102.54,65.829,18.453,-19.378,-47.272,-63.443,-51.339,-14.976
-0.86546,-39.933,-32.771,43.366,97.022,77.794,30.821,-7.4211,-34.594,-49.711,-49.341,-34.367
-10.921,-27.622,0.71287,46.765,67.4,51.142,11.936,-16.918,-27.518,-33.594,-33.367,-28.015
6.9767,-21.731,-23.691,43.805,95.051,73.547,28.503,-15.295,-52.858,-61.194,-45.441,-27.671
3.0177,-20.903,-12.74,46.923,74.176,48.274,12.289,-18.54,-34.879,-29.639,-26.546,-41.433
-11.721,-5.9755,21.756,69.583,90.993,38.419,-32.5,-61.39,-61.548,-41.968,-9.9875,4.3403
11.444,-27,-26.834,47.025,95.042,66.742,29.047,-6.4867,-48.353,-62.713,-49.861,-28.052
-11.214,-16.079,-19.954,19.82,65.561,46.241,-3.2309,-25.656,-30.997,-26.22,-6.139,7.869
6.1594,-9.6829,-0.75149,35.648,50.223,24.119,-8.2565,-37.521,-53.974,-24.849,14.897,3.9874
22.465,-19.372,-33.513,35.528,97.064,74.159,26.826,-8.9442,-45.75,-63.447,-52.819,-32.197
3.3132,-30.151,-30.336,45.255,96.585,68.001,24.003,-11.505,-42.932,-54.321,-45.118,-22.795
-2.25,-16.97,-3.8728,38.273,58.29,41.706,8.8774,-15.552,-24.744,-26.708,-26.747,-30.303
-6.3112,6.7086,15.737,44.427,58.447,35.913,6.5025,-20.072,-38.012,-36.294,-31.89,-35.156
5.0174,-9.3134,-13.835,25.65,54.419,30.479,0.452,-8.5177,-17.755,-25.717,-21.767,-19.111
12.656,-25.738,-29.534,35.887,67.218,12.798,-29.144,-9.2432,9.5591,-1.1165,-17.146,-26.198
9.4833,-23.645,-27.032,27.864,60.352,39.418,14.341,2.4455,-8.8164,-21.712,-34.845,-37.854
-2.1053,-42.005,-26.735,65.869,112.28,72.065,19.14,-20.109,-48.034,-52.739,-43.868,-33.765
-10.096,-35.112,-21.789,43.758,71.35,42.022,19.194,4.4396,-18.065,-32.309,-34.762,-28.63
13.002,-14.463,-12.388,59.248,109.94,87.376,32.323,-25.837,-69.388,-78.637,-60.861,-40.313
-1.7508,-27.618,-12.564,42.302,65.639,44.953,20.643,0.29165,-20.976,-39.235,-42.675,-29.011
-1.9645,-12.643,-8.28,34.238,52.842,14.355,-12.002,-9.5134,-16.739,-18.71,-9.3179,-12.266
-10.761,-35.66,-7.2904,77.07,108.45,65.413,17.298,-22.613,-56.332,-64.981,-48.877,-21.712
-0.56087,-31.83,-29.954,40.73,92.045,75.407,37.563,-13.815,-63.506,-61.056,-27.216,-17.808
5.5026,-35.278,-27.045,39.795,67.95,35.774,2.5921,-21.329,-37.754,-29.841,-7.8926,7.5267
-5.7188,-22.834,-23.012,23.74,60.423,42.242,11.433,6.9244,6.3662,-21.694,-47.523,-30.346
-20.907,-51.246,-13.074,73.919,98.16,57.904,12.232,-21.757,-38.846,-43.544,-36.388,-16.452
14.005,-22.285,-39.761,36.94,102.91,74.363,22.839,-12.526,-45.066,-59.69,-47.855,-23.874
-0.38532,-24.074,-17.66,61.612,121.19,90.449,25.97,-26.593,-63.643,-73.081,-58.519,-35.27
16.597,-38,-33.371,49.892,91.974,55.84,11.349,-16.426,-35.514,-41.942,-36.37,-24.027
1.2204,-24.467,-23.368,42.037,88.469,68.983,30.252,-18.225,-58.055,-48.832,-27.842,-30.173
-8.796,-41.122,-19.181,71.37,114.14,68.337,8.2611,-34.07,-57.768,-53.042,-32.886,-15.244
9.0731,-30.206,-39.519,41.301,97.51,64.916,26.125,-3.0949,-41.748,-51.554,-37.091,-35.712
-14.454,-44.98,-24.217,61.063,96.642,62.132,30.187,2.015,-36.683,-55.027,-44.811,-31.865
7.821,-12.202,-16.549,26.493,52.84,15.713,-17.141,-10.806,-8.1231,-16.443,-15.655,-5.9459
3.7941,-26.079,-9.124,74.197,108.04,65.29,23.857,-21.805,-70.479,-67.678,-42.911,-37.103
-2.3316,-19.071,-9.1462,33.807,50.796,25.566,-5.3717,-15.633,-11.431,-10.103,-13.958,-23.124
4.5077,-37.098,-22.8,63.312,103.86,63.205,10.521,-31.174,-56.529,-52.719,-32.769,-12.317
-1.5996,-21.475,-15.248,34.745,55.704,27.657,-0.35013,-11.183,-15.757,-22.383,-23.728,-6.3808
-4.1057,-44.192,-18.878,76.481,109.27,62.609,17.215,-24.943,-59.896,-56.117,-34.581,-22.868
-11.352,-42.731,-6.993,79.199,105.57,64.246,16.102,-27.116,-59.946,-61.988,-37.551,-17.442
-6.0327,-40.929,-41.063,43.605,110.35,85.9,30.988,-6.9505,-35.907,-55.155,-53.087,-31.715
2.3959,-33.714,-16.775,60.028,93.16,70.813,37.348,-5.7705,-43.257,-56.827,-56.892,-50.509
3.5808,-26.535,-2.1994,78.132,101.22,53.932,5.2581,-33.769,-55.444,-50.514,-40.231,-33.431
8.1276,-29.927,-26.262,58.717,124.94,95.86,35.065,-16.001,-62.153,-78.301,-64.687,-45.376
2.269,-12.728,-5.8932,39.168,63.599,32.703,-16.686,-41.2,-37.093,-22.984,-7.4954,6.3396
7.2922,-20.386,3.4337,78.798,104.9,62.689,12.344,-24.511,-51.576,-68.287,-64.675,-40.022
